CATEGORY,BRAND NAME,SALT / COMPOSITION,DETAILS / USAGE,ORIGINAL NAME,Category,Usage
FMCG & PERSONAL CARE,Sunny Hair Color Dark Brown,,General,Sunny Hair Color Dark Brown,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Sunsilk Shampoo,,Hair Care,Sunsilk Shampoo,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Systaflam Gel,,Pain Relief Gel/Ointment,Systaflam Gel,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,T-Bact Ointment,,Cream/Ointment/Gel,T-Bact Ointment,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,TRESemme Keratin Smooth Shampoo,,Hair Care,TRESemme Keratin Smooth Shampoo,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Terabet Cream,,Cream/Ointment/Gel,Terabet Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Terbinaforce Cream,,Cream/Ointment/Gel,Terbinaforce Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Thrombophob Gel,,Cream/Ointment/Gel,Thrombophob Gel,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Tresemme Shampoo,,Hair Care,Tresemme Shampoo,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Tretin-0.025% Cream,,Cream/Ointment/Gel,Tretin-0.025% Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Tretin-0.05% Cream,,Cream/Ointment/Gel,Tretin-0.05% Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Ustraa Hair Conditioner,,Hair Care,Ustraa Hair Conditioner,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,VWash Plus,,Lotion/Wash,VWash Plus,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Valbet Cream,,Cream/Ointment/Gel,Valbet Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Vaseline,,General,Vaseline,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Vaseline Petroleum Jelly,,Skin Care,Vaseline Petroleum Jelly,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Vicco Turmeric Skin Cream,,Skin Care,Vicco Turmeric Skin Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Vini Wild Body Spray,,Deodorants & Perfumes,Vini Wild Body Spray,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Volini Pain Relief Gel,,Pain Relief Gel/Ointment,Volini Pain Relief Gel,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Volini Spray,,General,Volini Spray,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Volitra Plus Gel,,Pain Relief Gel/Ointment,Volitra Plus Gel,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,White Tone Face Powder,,Skincare & Cosmetics,White Tone Face Powder,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,WinClob / KT 6 Ointment,,Cream/Ointment/Gel,WinClob / KT 6 Ointment,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Zalim Lotion,,Lotion,Zalim Lotion,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Zytee RB Gel,,Gel/Mouth Paint,Zytee RB Gel,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Zytee-L Gel,,Cream/Ointment/Gel,Zytee-L Gel,General Medicine,Used as directed by a registered medical practitioner.
==== FOOD & BEVERAGES STARTS HERE ====,,,,,General Medicine,Used as directed by a registered medical practitioner.
FOOD & BEVERAGES,Cadbury Dairy Milk Chocolate,,Confectionery,Cadbury Dairy Milk Chocolate,General Medicine,Used as directed by a registered medical practitioner.
FOOD & BEVERAGES,Confectionery,,Parle Hide & Seek Cookies,Confectionery,General Medicine,Used as directed by a registered medical practitioner.
FOOD & BEVERAGES,Enerzal Energy Drink,,Electrolytes,Enerzal Energy Drink,General Medicine,Used as directed by a registered medical practitioner.
FOOD & BEVERAGES,Glucon-D Instant Energy,,General,Glucon-D Instant Energy,General Medicine,Used as directed by a registered medical practitioner.
FOOD & BEVERAGES,Nestle KitKat Chocolate,,Confectionery,Nestle KitKat Chocolate,General Medicine,Used as directed by a registered medical practitioner.
FOOD & BEVERAGES,Nestle Munch Chocolate,,Confectionery,Nestle Munch Chocolate,General Medicine,Used as directed by a registered medical practitioner.
FOOD & BEVERAGES,Sorbitrate,,General,Sorbitrate,General Medicine,Used as directed by a registered medical practitioner.
FOOD & BEVERAGES,Wrigley's Orbit Chewing Gum,,Confectionery,Wrigley's Orbit Chewing Gum,General Medicine,Used as directed by a registered medical practitioner.
==== MEDICINES (General) STARTS HERE ====,,,,,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),A to Z NS,,General,A to Z NS,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),AB-Flo,,A,AB-Flo,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),AB2 Kit,,Gynecological,AB2 Kit,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ABphylline SR-200,,A,ABphylline SR-200,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ACILOC-150,,A,ACILOC-150,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ACILOC-300,,A,ACILOC-300,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ACILOC-RD,,A,ACILOC-RD,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ACIVIR-200 DT,,A,ACIVIR-200 DT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ACIVIR-400 DT,,A,ACIVIR-400 DT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ACIVIR-800 DT,,A,ACIVIR-800 DT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),AF-150,,A,AF-150,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),AKT-2,,A,AKT-2,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),AKT-3,,A,AKT-3,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),AKT-4,,A,AKT-4,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),AL-SHAMS Eye Drops,,Eye/Ear Drops,AL-SHAMS Eye Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ALORTI-10,,A,ALORTI-10,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ALTHROCIN-250,,A,ALTHROCIN-250,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ALTHROCIN-500,,A,ALTHROCIN-500,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),AMLODEP AT,,A,AMLODEP AT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),AMLOKIND-2.5,,A,AMLOKIND-2.5,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),AMLOKIND-5,,A,AMLOKIND-5,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),AMLOKIND-AT,,A,AMLOKIND-AT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),AMLOPRES-10,,A,AMLOPRES-10,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),AMLOPRES-5,,A,AMLOPRES-5,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),AMLOPRES-AT,,A,AMLOPRES-AT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ANAFORTAN,,A,ANAFORTAN,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ANTIFLU 75mg,,A,ANTIFLU 75mg,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ARGIPREG Sachet,,A,ARGIPREG Sachet,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ARIWAYS,,A,ARIWAYS,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ARKAMIN,,A,ARKAMIN,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),AUGMENTIN,All,A,AUGMENTIN (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),AZEE-250,,A,AZEE-250,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),AZEE-500,,A,AZEE-500,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),AZITHRAL-250,,A,AZITHRAL-250,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),AZITHRAL-500,,A,AZITHRAL-500,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Acebrokind-M,,General,Acebrokind-M,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Acemiz PLUS,,Pain Relief,Acemiz PLUS,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Acerose-SP,,General,Acerose-SP,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Acne Star,,General,Acne Star,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Acnetoin-20,,General,Acnetoin-20,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Actifresh,,General,Actifresh,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Akurit-3,,A,Akurit-3,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Akurit-4,,A,Akurit-4,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Alcinac-MR,,Pain Relief/Muscle Relaxant,Alcinac-MR,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Aldactone,All,A,Aldactone (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Alerfix Total,,A,Alerfix Total,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Alerid,,A,Alerid,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Alex,,A,Alex,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Alfuzosin 10,,General,Alfuzosin 10,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Alite,,General,Alite,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Allegra,All,A,Allegra (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Alprax,All,A,Alprax (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Altiva 180,,General,Altiva 180,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Amaryl M2/M1,,A,Amaryl M2/M1,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Amlong 2.5/5/10,,A,Amlong 2.5/5/10,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Amlovas 5/MS/50,,A,Amlovas 5/MS/50,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Amoxyclav 625,,General,Amoxyclav 625,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Amrutanjan Cold Balm,,Pain Relief & Balms,Amrutanjan Cold Balm,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Amrutanjan Roll-On / Pen Balm,,Pain Relief,Amrutanjan Roll-On / Pen Balm,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Amrutanjan Strong Pain Balm,,Pain Relief & Balms,Amrutanjan Strong Pain Balm,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Amrutanjan Strong Pain Balm,,Pain Relief,Amrutanjan Strong Pain Balm,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Amrutanjan Yellow Pain Balm,,Pain Relief & Balms,Amrutanjan Yellow Pain Balm,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Amtas-M-25/5/M-50,,A,Amtas-M-25/5/M-50,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Antacid,,Ranitidine Hydrochloride Tablets IP,Antacid,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Antacid,,Esotreat 40 Tablet,Antacid,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Antacid/Anti-reflux,,Glasco-DSR (Rabeprazole Sodium & Domperidone),Antacid/Anti-reflux,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Antibiotic,,Cefix-O Tablets,Antibiotic,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Anxit,All,A,Anxit (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Apple Cider Vinegar,,Health & Supplements,Apple Cider Vinegar,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Apxban 2.5,Apixaban,Blood Thinner,Apxban 2.5 (Apixaban),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Aquasol A Capsules,,Supplement/Capsules,Aquasol A Capsules,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Aquazide 12.5,,A,Aquazide 12.5,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Arbitel,All,A,Arbitel (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Argiprime Sachet,,A,Argiprime Sachet,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Aristozyme Cap,,A,Aristozyme Cap,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Astaberry Ikin Hair Product,,Hair Care,Astaberry Ikin Hair Product,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Asthalin Inhaler,100 mcg,Respiratory/Asthma,Asthalin Inhaler (100 mcg),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Asthalin Inhaler,,General,Asthalin Inhaler,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Asthalin Rotacaps,200 mcg,Respiratory/Asthma,Asthalin Rotacaps (200 mcg),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Asthalin-4,,A,Asthalin-4,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Atarax Drops,,Drops,Atarax Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Atarax-10,,A,Atarax-10,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Atarax-25,,A,Atarax-25,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Aten,All,A,Aten (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Atorlip,All,A,Atorlip (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Avil,,A,Avil,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Avomine,,A,Avomine,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Axe Dark Temptation,,General,Axe Dark Temptation,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ayur Herbals Astringent,,Skincare & Cosmetics,Ayur Herbals Astringent,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ayur Herbals Skin Toner,,Skincare & Cosmetics,Ayur Herbals Skin Toner,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Azi-Cobee 500,,Antibiotic,Azi-Cobee 500,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Azilide 500,,A,Azilide 500,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),B-TEX Ointment,,Ointment,B-TEX Ointment,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),BARALGAN,,B,BARALGAN,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),BEPLEX FORTE,,General,BEPLEX FORTE,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),BEVON,,B,BEVON,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),BIFILAC,,B,BIFILAC,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),BIFILAC Sachet,,B,BIFILAC Sachet,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),BIFILAC-HP,,B,BIFILAC-HP,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),BILAFORD-M,,General,BILAFORD-M,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),BILANOL-M,,General,BILANOL-M,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),BILASAN M,,General,BILASAN M,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),BIO-D3 MAX,,B,BIO-D3 MAX,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),BRAKKE,,B,BRAKKE,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Bajaj Almond Drops Hair Oil,,Hair Care,Bajaj Almond Drops Hair Oil,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Bajaj Almond Drops Non Sticky Hair Oil,,Hair Care,Bajaj Almond Drops Non Sticky Hair Oil,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Bajaj Almond Drops Non Sticky Hair Oil,,General,Bajaj Almond Drops Non Sticky Hair Oil,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Becadexamin,,Supplement/Capsules,Becadexamin,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Becozinc,,General,Becozinc,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Becozym C,,General,Becozym C,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Benadon Tab,,B,Benadon Tab,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Benocide Forte,,B,Benocide Forte,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Benz Pearl Cap,,B,Benz Pearl Cap,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Betacap 20/40,,B,Betacap 20/40,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Betnesol,,B,Betnesol,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Bifilac,,Probiotic,Bifilac,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Bilabless M,,General,Bilabless M,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Bilast-20,,B,Bilast-20,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Bio-D3 Strong,,D,Bio-D3 Strong,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Bio-Oil Skincare Oil,,Skincare & Cosmetics,Bio-Oil Skincare Oil,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Biotin,Tinfal,General,Biotin (Tinfal),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Blong,,B,Blong,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Blood Thinner,,Avaxiban Tablets,Blood Thinner,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),BoroPlus,,General,BoroPlus,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Budamate 100 Transcaps,,Respiratory/Asthma,Budamate 100 Transcaps,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Budecort Respules 0.5 mg,Cipla,Respules / Inhalation,Budecort Respules 0.5 mg (Cipla),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Budetrol 200 Inhaler,,Respiratory/Asthma,Budetrol 200 Inhaler,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Buscogast Plus,,B,Buscogast Plus,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CABGOLIN 0.25/0.5,,C,CABGOLIN 0.25/0.5,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CALCITAS-D3,,General,CALCITAS-D3,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),"CALCITAS-D3 Capsules 60,000 IU",,General,"CALCITAS-D3 Capsules 60,000 IU",General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),"CALCITAS-D3 Granules 60,000 IU",,General,"CALCITAS-D3 Granules 60,000 IU",General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CEFAKIND,,C,CEFAKIND,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CEFASYN 500,,General,CEFASYN 500,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CEFTUM 500,,General,CEFTUM 500,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CEPOCEF-200,,General,CEPOCEF-200,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CILACAR-M 10/50,All,C,CILACAR-M 10/50 (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CIPLAR-10,,C,CIPLAR-10,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CIPLAR-LA-20,,C,CIPLAR-LA-20,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CIPLAR-LA-40,,C,CIPLAR-LA-40,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CIPLOX-OZ,,C,CIPLOX-OZ,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CIPLOX-TZ,,C,CIPLOX-TZ,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CLAVAM,,C,CLAVAM,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CLOBA-10,,C,CLOBA-10,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CLOBA-5,,C,CLOBA-5,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CLONAFIT,All,C,CLONAFIT (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),COBADex-CZS,,C,COBADex-CZS,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),COMBUTOL,,C,COMBUTOL,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CONCOR AM 5/2.5,,C,CONCOR AM 5/2.5,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CYCLOPAM,,C,CYCLOPAM,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CYPRO,,General,CYPRO,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CYRA-D,,C,CYRA-D,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CYRA-IT,,C,CYRA-IT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),CalShine P Drops,,Drops,CalShine P Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Calcirol Sachet,,C,Calcirol Sachet,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Calpol Paediatric Drops,,Drops,Calpol Paediatric Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Candibiotic Plus Ear Drops,,Drops/Ointment,Candibiotic Plus Ear Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Candid-V6/V3/CL,,C,Candid-V6/V3/CL,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Cardivas 3.125,,C,Cardivas 3.125,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Care-Q10 Forte,,General,Care-Q10 Forte,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Cartimark Forte,,General,Cartimark Forte,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Castor Oil / Miscellaneous Hair Oils,,Hair Care/Oils,Castor Oil / Miscellaneous Hair Oils,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Cefix-100,,Antibiotic,Cefix-100,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Cefix-100 Cefixime Tablets IP,,General,Cefix-100 Cefixime Tablets IP,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Cefix-200,,Antibiotic,Cefix-200,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ceflox-D Eye/Ear Drops,,Medicines & Drops,Ceflox-D Eye/Ear Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ceftum,All,C,Ceftum (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Cephadex,Cephalexin IP,Antibiotic,Cephadex (Cephalexin IP),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Cetaphil Gentle Skin Cleanser,,Skincare & Cosmetics,Cetaphil Gentle Skin Cleanser,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Cetaphil Oily Skin Cleanser,,Skincare & Cosmetics,Cetaphil Oily Skin Cleanser,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Cetrilax,,General,Cetrilax,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Cheri Cap,,C,Cheri Cap,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ciplactin,,C,Ciplactin,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ciplox Eye/Ear Drops,,Drops/Ointment,Ciplox Eye/Ear Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ciplox-D Eye/Ear Drops,,Drops/Ointment,Ciplox-D Eye/Ear Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ciplox-TZ,,General,Ciplox-TZ,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Classic,,General,Classic,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Clear Anti-Dandruff Hair Oil,,General,Clear Anti-Dandruff Hair Oil,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Clearwax Ear Drops,,Medicines & Drops,Clearwax Ear Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Clonotril 0.25,,C,Clonotril 0.25,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Clorash GM,,General,Clorash GM,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Clove Oil,,Oral Care,Clove Oil,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Clovefix Clove Bud Oil,,Oral Care,Clovefix Clove Bud Oil,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Colgate,,General,Colgate,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Colgate Active Salt,,Dental Care,Colgate Active Salt,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Colgate MaxFresh,,Dental Care,Colgate MaxFresh,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Colgate Strong Teeth,,Dental Care,Colgate Strong Teeth,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Colgate Vedshakti,,Dental Care,Colgate Vedshakti,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Colimex Drops,,Drops,Colimex Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Cotaryl,,General,Cotaryl,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Cremaffin,,C,Cremaffin,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Crocin Drops Paediatric,,General,Crocin Drops Paediatric,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Cypon Drops,,Drops,Cypon Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Cyra-LS,,C,Cyra-LS,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),D3 MUST Drops,,Drops,D3 MUST Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DAPAVEL TRIO,,D,DAPAVEL TRIO,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DAXID-50,,D,DAXID-50,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DEFCORT-6,,D,DEFCORT-6,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),DEPIN 5,,D,DEPIN 5,General Medicine,Used as directed by a registered medical practitioner.
