CATEGORY,BRAND NAME,SALT / COMPOSITION,DETAILS / USAGE,ORIGINAL NAME,Category,Usage
FMCG & PERSONAL CARE,Gillette Venus Instant Smoothness Razor,,Personal Care,Gillette Venus Instant Smoothness Razor,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Gillette Venus Razors,,Personal Care,Gillette Venus Razors,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Glow & Lovely Face Wash,,Skincare & Cosmetics,Glow & Lovely Face Wash,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Glyco 6 Cream,,Cream/Ointment/Gel,Glyco 6 Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Greenplus Cockroach Magic Gel,,Household,Greenplus Cockroach Magic Gel,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Hadensa Ointment,,Cream/Ointment/Gel,Hadensa Ointment,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Hair Care,,Sunsilk Thick & Long Shampoo (Pink),Hair Care,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Hair Care,,Sunsilk Soft & Smooth Shampoo (Yellow),Hair Care,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Hair Care,,Head & Shoulders Smooth & Silky Shampoo,Hair Care,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Hair Care,,Clinic Plus Strong & Long Health Shampoo,Hair Care,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Hair Color Black,Ammonia Free,Hair Care,Hair Color Black (Ammonia Free),General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Hair Shield Anti Lice Cream Wash,,Hair Care,Hair Shield Anti Lice Cream Wash,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Hand Sanitizer / Spray,,Miscellaneous,Hand Sanitizer / Spray,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Himcolin Gel,,Cream/Ointment/Gel,Himcolin Gel,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Homate Cream,,Cream/Ointment/Gel,Homate Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Hydent-K Toothpaste,,Dental Care,Hydent-K Toothpaste,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Indulekha Bringha Shampoo,,Hair Care,Indulekha Bringha Shampoo,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Joy Skin Fruits Face Wash,,Skincare,Joy Skin Fruits Face Wash,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,KETOSCORE 6 CREAM,,General,KETOSCORE 6 CREAM,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Kaylite Cream,,Cream/Ointment/Gel,Kaylite Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,KetoFly Ketoconazole Shampoo BP,,Hair Care,KetoFly Ketoconazole Shampoo BP,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Ketocip Shampoo,Ketoconazole 2%,Haircare,Ketocip Shampoo (Ketoconazole 2%),General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Ketocip Soap,,General,Ketocip Soap,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Ketomac Shampoo,,General,Ketomac Shampoo,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Kidodent Toothpaste,,Dental Care,Kidodent Toothpaste,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Krack Happy Feet Repair Cream,,Cream/Ointment/Gel,Krack Happy Feet Repair Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,L'Oreal Paris Shampoo,,Hair Care,L'Oreal Paris Shampoo,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,L'Oreal Paris Total Repair 5 Shampoo,,Hair Care,L'Oreal Paris Total Repair 5 Shampoo,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Leeford Mosquito Repellent Spray,,General,Leeford Mosquito Repellent Spray,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Lipsy Lip Balm,,Personal Care & Hygiene,Lipsy Lip Balm,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Lotion,,Melacare Soft Body Lotion,Lotion,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Lotus Herbals Safe Sun Sunscreen,,Skincare,Lotus Herbals Safe Sun Sunscreen,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Lotus Herbals Whiteglow Cream/Face Wash,,Skincare,Lotus Herbals Whiteglow Cream/Face Wash,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Luliford Cream,,Cream/Ointment/Gel,Luliford Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Luliford Lotion,,Lotion/Wash,Luliford Lotion,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Lulitec Spray,,General,Lulitec Spray,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Lupiscab Lotion,,Lotion/Wash,Lupiscab Lotion,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Magnakof Soft Gelatin Capsules,,Cough/Cold,Magnakof Soft Gelatin Capsules,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Mahagesic Gel,,Pain Relief Gel/Ointment,Mahagesic Gel,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Mahagesic Spray,,General,Mahagesic Spray,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Mamaearth Bye Bye Dark Circles Eye Cream,,Skincare & Body Care,Mamaearth Bye Bye Dark Circles Eye Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Mamaearth Onion Shampoo,,Hair Care,Mamaearth Onion Shampoo,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Mamaearth Shampoo,,General,Mamaearth Shampoo,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Mamaearth Vitamin C Daily Glow Sunscreen,,Skincare & Cosmetics,Mamaearth Vitamin C Daily Glow Sunscreen,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Manforce Stay Long Gel,,Sexual Wellness,Manforce Stay Long Gel,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Manforce Stay Long Spray,,Sexual Wellness,Manforce Stay Long Spray,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Mediker Anti-Lice Shampoo,,Hair Care,Mediker Anti-Lice Shampoo,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Medisalic Ointment,,Cream/Ointment/Gel,Medisalic Ointment,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Megaheal Amorphous Hydrogel,,Cream/Ointment/Gel,Megaheal Amorphous Hydrogel,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Meglow Fairness Cream,,Skincare & Cosmetics,Meglow Fairness Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Meglow Skin Brightening Cream,,Skin Care,Meglow Skin Brightening Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Melacare Soft Cream,,Skincare & Cosmetics,Melacare Soft Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Moha Aloe Vera Gel,,Skincare & Cosmetics,Moha Aloe Vera Gel,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Momate Lotion,,Lotion/Wash,Momate Lotion,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,MoonStar Olive Charcoal Mask,,Skincare & Cosmetics,MoonStar Olive Charcoal Mask,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Moov Ointment,,Pain Relief Gel/Ointment,Moov Ointment,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Moov Spray,,General,Moov Spray,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Moringa Powder,,General,Moringa Powder,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Mushroom EX Mushroom Powder,,Health Supplements,Mushroom EX Mushroom Powder,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Myolaxin-D Diclofenac Spray,,General,Myolaxin-D Diclofenac Spray,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,NICE Dusting Powder,,General,NICE Dusting Powder,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,NUFORCE-GM Cream,,Cream/Ointment/Gel,NUFORCE-GM Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Nasivion S Saline Nasal Spray,,General,Nasivion S Saline Nasal Spray,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Nat Habit Fresh Nutri-Conditioner,,Haircare,Nat Habit Fresh Nutri-Conditioner,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Neha Herbal Henna Hair Color,Black,Cosmetics/Hair Care,Neha Herbal Henna Hair Color (Black),General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Nimulid Strong Gel,,Pain Relief Gel/Ointment,Nimulid Strong Gel,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Nivea Nourishing Lotion Body Milk,,Skincare & Body Care,Nivea Nourishing Lotion Body Milk,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Nivea Roll-on,"Fresh Natural, Natural Glow",Deodorants & Perfumes,"Nivea Roll-on (Fresh Natural, Natural Glow)",General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Nozesal N/S Sodium Chloride Saline Nasal Spray,,General,Nozesal N/S Sodium Chloride Saline Nasal Spray,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Nycil Germ Expert Powder,,Dusting Powder,Nycil Germ Expert Powder,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Odomos Mosquito Repellent Cream,,Cream/Ointment/Gel,Odomos Mosquito Repellent Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Olivia Herb Bleach,,Personal Care & Hygiene,Olivia Herb Bleach,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Omnigel,,Pain Relief Gel/Ointment,Omnigel,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Omnigel Spray,,General,Omnigel Spray,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Onabel-B Cream,,Cream/Ointment/Gel,Onabel-B Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Orasore Dental Gel,,Dental Care,Orasore Dental Gel,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Oxylife Natural Radiance 5 Creme Bleach,,Personal Care & Hygiene,Oxylife Natural Radiance 5 Creme Bleach,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,P-6 Ointment,,Cream/Ointment/Gel,P-6 Ointment,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Parasoft Soap,,Soap / Skincare,Parasoft Soap,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Park Avenue Voyage Body Spray,,Deodorants & Perfumes,Park Avenue Voyage Body Spray,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Pears Face Wash,,Skincare,Pears Face Wash,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Permethrin Cream,,General,Permethrin Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Permethrin Cream Perlice,,General,Permethrin Cream Perlice,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Pilex Forte Ointment,,Cream/Ointment/Gel,Pilex Forte Ointment,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Pilorute Cream,,Cream/Ointment/Gel,Pilorute Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Pond's Bright Beauty Body Lotion,,Skincare & Body Care,Pond's Bright Beauty Body Lotion,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Pond's Face Wash,,General,Pond's Face Wash,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Pond's Magic Talc,,Talcum Powder,Pond's Magic Talc,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Ponds Bright Beauty Cream,,Skincare & Cosmetics,Ponds Bright Beauty Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Ponds Hydra Miracle Cold Cream,,Skincare & Cosmetics,Ponds Hydra Miracle Cold Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Ponds Super Light Gel,,Skincare & Cosmetics,Ponds Super Light Gel,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,PoviFresh Povidone Iodine Powder 5% w/w,,General,PoviFresh Povidone Iodine Powder 5% w/w,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Prolix Ointment,,Cream/Ointment/Gel,Prolix Ointment,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Quadriderm RF Cream,,Cream/Ointment/Gel,Quadriderm RF Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Quik Relif Herbal Spray,,General,Quik Relif Herbal Spray,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Rashfree Cream,,Cream/Ointment/Gel,Rashfree Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Rejuglow Face Wash,,Skincare & Cosmetics,Rejuglow Face Wash,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Rexidin-M Gel,,Cream/Ointment/Gel,Rexidin-M Gel,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Ring Guard Cream,,Cream/Ointment/Gel,Ring Guard Cream,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Riya Bindas Perfume,,Deodorants & Perfumes,Riya Bindas Perfume,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,STOLIN Gum Astringent,,Gel/Mouth Paint,STOLIN Gum Astringent,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Scrabic Permethrin Lotion,,Lotion,Scrabic Permethrin Lotion,General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Sensodyne,Fresh Mint/Fresh Gel/Whitening,Dental Care,Sensodyne (Fresh Mint/Fresh Gel/Whitening),General Medicine,Used as directed by a registered medical practitioner.
FMCG & PERSONAL CARE,Sensodyne Sensitive Toothbrushes,,Dental Care,Sensodyne Sensitive Toothbrushes,General Medicine,Used as directed by a registered medical practitioner.
